,tweet,target
17163,punamindian akmpnm manmohan kayjay woodcheat sandythapar chatythecheetah vigodoon warriormukul defenceminindia nsitharaman adgpi iafmcc indiannavi spokespersonmod hqidsindia brigmahalingam kakarharsha singhnavdeep vikramwkarv jaykaul pashasehg jessisajan cmseth justsingh majorpoonia neeraj smritirda drsubhashmo tksapru arunbajpai sushilbhasin bjpindia pmoindia modi coltekp ajitbhind colbharat majdpsingh rwac ashokkmrsingh rajeevmp nylalsingh genvksingh rathor majchowdhuri atahasnain bkanad katochprakash wish polit leader could ever understand mere chest thump amp jingoism help ensur nation secur need budgetari support eqpt upgrad amp invest ensur soldier honour amp digniti afdegrad nfufauj honoursoldi,1
17164,abus pm modi honor global terrorist,0
17166,polit parti talk road electr year two promis delet everi parti manifesto modi hai mumkin hai,1
17167,report come indian also gone miss christchurch terror attack reaction condemn condol far otherwis volubl leader world largest democraci prime minist modi newzealandshoot,0
17169,kolkata s telegraph troll pm modi bjp extraordinari front page want headlin the origin sinner nehru anyon sight nehru reward modi exam warrior book,1
17170,bhai amitshah pleas let come bjp pleas pleas pleas get raga instead,1
17171,peopl read malayalam shashitharoor relat admit bjp pomp show none state bjp presid psspillaibjp later relat admit bjp member year clueless event held,1
17172,bjp support campaign uniqu way hong kong airport everi person love india contribut phirekbaarmodisarkar narendramodi amitshah,1
17173,nobodi hurt india global reput modi govern congress time india,0
17174,modi becom middl man businessmen adani anil ambani nirav modi mehul bhai mallya piyush goyal smriti irani amp amit shah make money amp famili member bharatiya jooti parti,1
17176,break pali hill bhel wala join bjp,1
17177,sever indian believ among dead new zealand india s pm modi quick condemn terror attack bother tweet horrif attack christchurch india home near million muslim newzealandmosqueattack,0
17178,unsubtledesi arunkumar also welcom made task easier bjp,1
17179,big smriti irani dock cag detect serious fraud bungl mplad fund highlight corrupt construct cremat ground congress demand sack,0
17181,vineetpatel sundarbandar rashmirajput livemint jaysh sugataghoshet anilsinghvize modi amitshah bjpindia mumbaipolic vinoychoubey appeal file nsel dismiss divis bench bombay hc contempt proceed begin nsel siphon investor money,0
17182,bridg collaps mumbai bjp spokesperson blame pedestrian happen govern lack account tag question antin want anoth year bjp,0
17183,ppatel iscrew wonder media hous own corpor crook overdr sell modi post elect contract mind defenc spectrum mine airport await greedi hand,1
17185,unsubtledesi leadership soniarahul fall cong parti fast come back now level upbringingmentor bad made rg move close like hardik jigneshamptukd tukd ganghi hatr toward modi outsmart incompet foc,0
17186,u evil fanat extremist bjp rep rss terrorist organ danger isi whole world butcher modi declar terroristmastermind gujrat massacr world must isol india bjp stop terror activ amp hindu extrem,0
17190,ani per modi lose incindia come power alli elect even center save now come back power show true color everyon doubt bloodyandhrapolit,1
17192,china unmind fact modi would look strong amp decis support masood azhar design global terrorist present time aim would weaken india support stand suit pakistan amp detractor modi domest,1
17198,bjp rd may,1
17199,opposit leader urg peopl india vote pm modi pmmodi loksabhaelect,1
17201,arvindkejriw warn modi elect elect modishahkagundaraj,0
17205,today occas worldsleepday extend wish mr modi pawankhera modimodibhaibhai,1
17206,mukhtar abba naqvi union min marri hindu girl shahnawaz hussain bjp spokesperson marri hindu girl yeah let boycott surfexcel cos ad show two kid promot love jihad,1
17207,dear arunjaitley modi around world dedic vc fund set invest crypto asset amp compani howev due bank ban india lose attract invest youth want india crypto superpow amp henc indiawantscrypto,1
17208,incindia done inida last year here siddaramaiah,1
17209,ashoswai modi ji tweet even whenev swine die,0
17211,live press brief pawan khera aicc spokesperson fraudster nirav modi modimodibhaibhai,0
17214,hv understand mumbai bjp shivsena power bmc year insensit bjp worker hv audac ask mumbaikar use fob bridg proven peopl care live mumbaikar,1
17215,pm modi laid foundat stone mandal dam project north koel river januari project help around hectar agricultur land jharkhand amp bihar get irrig facil,1
17218,franc freez masood azhar s asset big victori modi govt pari say alway support india,1
17220,pm modi write nz pm express deep shock sad mosqu shoot,0
17224,rahul gandhi read statement nervous hope modi rafal this reliev thank you idiot becom mock ayushman bharatu prove stupid infinit u becom global joke anyth dread possibl you joker,0
17225,god blame modi ji peopl india villag home amp educ say modi minist wah modiji wah,0
17227,india gone reform last year decad congress rule nation like famili busi visionari pm modi deserv anoth term chang brought about pledg myfirstvoteformodi,1
17228,congress fool countri year summer time fool back vote good govern vote transpar vote new india myfirstvoteformodi harshbhatt ipankajshukla jituvaghani amitshah modi,0
17230,direct result modi chang rule engag cours indian opposit continu demand proof stay obsess casualti figur,0
17234,communist campaign modi chang mind elect see modi done year read chang mind modi fan here,1
17237,rs crore modi s foreign trip public drive money pay salari lakh staff bsnl mtnl videshpracharnigamunlimit,0
17238,india becom success stori pictur abhi baki hai pledg vote visionari pledg vote pm modi myfirstvoteformodi,1
17239,indian armi long demand fund increas seriv pay least lakh jco reject modi govt infact kept orop hold show fulfil demand soldier videshpracharnigamunlimit,0
17241,kneme dear bhakt us vote israel germani abstain india vote hama terroist yes modi govt support terroist israel,1
17242,modi vs peac,1
17244,indian armi long demand fund increas seriv pay least lakh jco reject modi govt infact kept orop hold show fulfil demand soldier videshpracharnigamunlimit,0
17247,modikavikasbakwaa pmay hous pm modi claim built million hous truth million hous built million urban amp million rural,1
17249,ashoswai modi typic bad natur person dont hate hindus aur hindu religion hate modi core type hindus curs earth rven neutral feel muslim religion teach sympathi muslim general r better sens,1
17255,blame pedestrian bridg collaps punish common peopl black money sadist mindset pervas characterist bjp school govern mumbaibridgecollaps,0
17256,swamigeetika bjpindia modi hey alreadi pledg support pm modi ji also believ him use link pledg vote myfirstvoteformodi,1
17257,heinous crime whoever perpetr must punish sever crime belong region religion like tn no trend go back modi cannot care women,0
17260,pm modi urg msdhoni imvkoh sport fratern inspir recordbreak voter turnout via namo app,1
17261,least employe work contract statu uniti receiv salari sinc join bjp busi elect campaign videshpracharnigamunlimit,1
17263,modi say bengal bridg collaps mumbaibridgecollaps,1
17269,rahul gandhi care india destroy divis polit modi rssbjp,0
17273,modivswho modi vs motley crowd pms opposit agre disagre agenda poor fellow cannot even cobbl cmp accept pms also agre equal claim pmship open all post poll draw lot case tie,0
17274,airstrik sanghi see modi bjpindia indiastrikespakistan joshishigh airsurgicalstrik trollsangh howsthekhaufpakistan,1
17275,request watch video amp ask conscienc modi ji prime minist india again think much develop work yrs onli would india next yrs namoagain,1
17276,way easi news site like ani keep tweet readi whenev rahul rahul gandhi goe stage insult mic rahul rahul gandhi place state modi done state modiji gave rs crore anil ambani,0
17277,seriousfunnyguy fakeavatar modi awasthi poor abdullah know full well peopl india awar treacher is turn rabid dog,0
17278,join bjp crime cleans,0
17282,a vote like rifl use depend charact user theodor roosevelt make first time count pledg vote modi myfirstvoteformodi,1
17283,pm modi first indian prime minist visit kumbh claim bjp cell head modi modikumbhvisit oscar nationalwarmemori modifiedrailway trollsangh unhailsodisha indiajaisastrong,1
17284,modivswho modi vs victim popul india tyrann govern crush feet sinc year bjpindia modi pmoindia,0
17285,strategi butcher modi bjpindia nationalwarmemori arrestmehbooba trollsangh blooddonationbydss newsrisingindia pmkisan,1
17286,pmoindia bjp good societi good public good children even good teacher guestteach need year polici,1
17288,modivswhofakecongress post fake pictur incindia caught red hand modivswho,1
17292,modi vs dynasti unrealist ambit modivswho,1
17293,guru brahama guru vishnu guru devo maheshwara guru sakshat parbrahma tasmai sri guruv namah accord cultur teacher great god condit guest teacher delhi prove kalyug come leadership bjp sushmaswaraj rajnathsingh abpnewstv aajtak,1
17294,small contribut make big differ contribut strengthen bjp make shri modi pm again donat phirekbaarmodisarkar bjpmaharashtra bjpdhule,1
17296,modivswho mahabandan make india maha scam maha chor vote modi strong non corrupt govt vision countri,1
17298,thank sheiladikshit ji right admit true pictur amp pm india unlik ur fellow congress peopl never spoken high abt modiji except talk high abt dynast peopl,1
17299,call upon unep withdraw champion earth award modi,1
17301,modi raj dalit scare even contest elect iwantmyindiaback contest elect lose,0
17302,jaykaul colamardeep punamindian rwac akmpnm olivegrin manmohan kayjay woodcheat sandythapar chatythecheetah vigodoon warriormukul defenceminindia nsitharaman adgpi iafmcc indiannavi spokespersonmod hqidsindia brigmahalingam kakarharsha singhnavdeep vikramwkarv pashasehg jessisajan cmseth justsingh majorpoonia neeraj smritirda drsubhashmo tksapru arunbajpai sushilbhasin bjpindia pmoindia modi coltekp ajitbhind colbharat majdpsingh ashokkmrsingh rajeevmp nylalsingh genvksingh rathor majchowdhuri atahasnain raksha mantri demean suppos fair nfufauj shock video,0
17303,modivswho ralli schedul pm modi goe gameon phirsemodisarkar,1
17304,olivegrin akmpnm punamindian manmohan kayjay woodcheat sandythapar chatythecheetah vigodoon warriormukul defenceminindia nsitharaman adgpi iafmcc indiannavi spokespersonmod hqidsindia brigmahalingam kakarharsha singhnavdeep vikramwkarv jaykaul pashasehg jessisajan cmseth justsingh majorpoonia neeraj smritirda drsubhashmo tksapru arunbajpai sushilbhasin bjpindia pmoindia modi coltekp ajitbhind colbharat majdpsingh rwac ashokkmrsingh rajeevmp nylalsingh genvksingh rathor majchowdhuri atahasnain bkanad nsitharaman you hve you ever show concern forc n shout public place how josh audit performnc rm relat welfar n wellb soldier honest ur self n answer approv tht,1
17306,vasundharabjp chandelkapasna bjprajasthan modi bjplive bjpindia swachhbharat time build hospit,1
17307,cag report implic smritiirani fraudul action amp corrupt mplad fund modi courag convict sacksmritiirani continu harbour corrupt leader,1
17308,welcom dr damodar rout bjpodisha parti headquart tall statur experi unfold new era growth odisha modi ji s amp bjpindia s vision forward him jai jagannath,1
17309,indian myanmar armi conduct joint strike insurg camp across border februari march indianarmi bjpindia incindia rajnathsingh rathor modi arakanarmi insurg,0
